96,296,120,296,120,337,96,337
122,299,138,299,138,330,122,330
62,297,83,297,83,334,62,334
254,219,278,219,278,262,254,262
281,219,302,219,302,262,281,262
118,219,141,219,141,262,118,262
144,219,166,219,166,262,144,262
169,219,191,219,191,263,169,263
194,219,218,219,218,263,194,263
220,219,240,219,240,263,220,263
157,295,177,295,177,339,157,339
181,298,203,298,203,338,181,338
215,295,238,295,238,339,215,339
242,295,263,295,263,339,242,339
266,295,289,295,289,337,266,337
292,295,315,295,315,335,292,335
319,298,338,298,338,335,319,335
