185,107,191,107,191,112,185,112
220,186,235,186,235,206,220,206
238,186,250,186,250,206,238,206
252,186,269,186,269,207,252,207
271,187,286,187,286,207,271,207
289,186,301,186,301,207,289,207
303,189,316,189,316,207,303,207
318,189,332,189,332,207,318,207
335,187,348,187,348,207,335,207
350,189,363,189,363,206,350,206
271,337,278,337,278,349,271,349
281,340,287,340,287,349,281,349
290,340,296,340,296,349,290,349
299,340,305,340,305,349,299,349
308,340,312,340,312,348,308,348
313,340,319,340,319,349,313,349
322,340,328,340,328,349,322,349
331,336,338,336,338,349,331,349
216,336,223,336,223,349,216,349
225,336,228,336,228,349,225,349
231,339,238,339,238,351,231,351
240,336,247,336,247,349,240,349
249,337,253,337,253,349,249,349
256,339,261,339,261,349,256,349
197,105,206,105,206,113,197,113
208,105,217,105,217,113,208,113
217,105,226,105,226,114,217,114
229,105,235,105,235,113,229,113
238,105,248,105,248,113,238,113
222,400,233,400,233,411,222,411
236,400,245,400,245,411,236,411
247,400,257,400,257,409,247,409
161,402,163,402,163,410,161,410
165,401,170,401,170,410,165,410
172,403,177,403,177,410,172,410
179,402,185,402,185,410,179,410
187,401,192,401,192,410,187,410
193,402,198,402,198,411,193,411
170,337,174,337,174,349,170,349
176,338,182,338,182,349,176,349
205,402,208,402,208,410,205,410
209,403,214,403,214,411,209,411
96,337,101,337,101,349,96,349
103,337,106,337,106,349,103,349
192,336,199,336,199,349,192,349
200,337,204,337,204,349,200,349
205,337,207,337,207,349,205,349
116,336,124,336,124,349,116,349
127,339,134,339,134,349,127,349
136,339,144,339,144,349,136,349
146,339,155,339,155,351,146,351
156,339,168,339,168,349,156,349
110,360,116,360,116,369,110,369
119,360,125,360,125,370,119,370
128,359,132,359,132,369,128,369
134,357,141,357,141,369,134,369
144,359,151,359,151,369,144,369
153,359,160,359,160,369,153,369
164,358,174,358,174,369,164,369
176,359,184,359,184,369,176,369
186,359,193,359,193,369,186,369
196,359,202,359,202,369,196,369
204,360,211,360,211,370,204,370
213,360,218,360,218,369,213,369
220,365,222,365,222,368,220,368
172,186,185,186,185,207,172,207
187,188,199,188,199,206,187,206
200,188,215,188,215,206,200,206
225,360,232,360,232,370,225,370
235,360,242,360,242,370,235,370
245,359,256,359,256,369,245,369
36,337,42,337,42,349,36,349
45,337,52,337,52,349,45,349
55,337,62,337,62,349,55,349
64,337,72,337,72,349,64,349
76,335,88,335,88,349,76,349
184,94,193,94,193,102,184,102
194,94,203,94,203,103,194,103
205,94,213,94,213,102,205,102
112,400,117,400,117,412,112,412
121,403,125,403,125,412,121,412
128,403,133,403,133,411,128,411
135,402,140,402,140,411,135,411
141,400,145,400,145,411,141,411
146,402,150,402,150,411,146,411
152,401,154,401,154,410,152,410
