138,391,148,391,148,408,138,408
429,175,441,175,441,189,429,189
442,174,455,174,455,188,442,188
456,175,469,175,469,188,456,188
256,390,258,390,258,392,256,392
257,392,272,392,272,408,257,408
273,392,275,392,275,408,273,408
277,392,280,392,280,408,277,408
62,392,74,392,74,407,62,407
75,392,87,392,87,408,75,408
87,392,99,392,99,408,87,408
270,209,277,209,277,214,270,214
270,215,277,215,277,220,270,220
271,198,277,198,277,202,271,202
271,203,277,203,277,208,271,208
271,221,278,221,278,226,271,226
271,227,278,227,278,232,271,232
429,159,442,159,442,171,429,171
443,158,455,158,455,171,443,171
241,105,253,105,253,118,241,118
253,105,266,105,266,118,253,118
357,392,371,392,371,408,357,408
371,395,383,395,383,408,371,408
383,396,394,396,394,409,383,409
394,395,405,395,405,408,394,408
405,396,412,396,412,409,405,409
412,395,423,395,423,409,412,409
422,395,434,395,434,409,422,409
303,419,315,419,315,431,303,431
316,419,327,419,327,431,316,431
328,418,344,418,344,431,328,431
181,119,194,119,194,132,181,132
195,120,196,120,196,121,195,121
196,121,209,121,209,133,196,133
210,121,221,121,221,134,210,134
223,120,236,120,236,132,223,132
223,120,238,120,238,133,223,133
223,120,223,120,223,122,223,122
161,391,176,391,176,408,161,408
177,395,190,395,190,409,177,409
190,395,202,395,202,408,190,408
203,396,213,396,213,412,203,412
215,396,232,396,232,408,215,408
233,392,238,392,238,409,233,409
240,396,250,396,250,408,240,408
290,392,303,392,303,408,290,408
303,392,307,392,307,408,303,408
308,396,319,396,319,411,308,411
320,391,332,391,332,409,320,409
332,393,339,393,339,409,332,409
339,396,349,396,349,408,339,408
155,419,165,419,165,431,155,431
166,418,178,418,178,431,166,431
178,418,184,418,184,431,178,431
185,414,197,414,197,432,185,432
198,418,209,418,209,431,198,431
209,418,220,418,220,432,209,432
222,413,242,413,242,432,222,432
243,418,254,418,254,432,243,432
255,418,267,418,267,431,255,431
265,418,276,418,276,431,265,431
277,418,288,418,288,431,277,431
288,418,295,418,295,431,288,431
181,105,182,105,182,106,181,106
196,105,196,105,196,106,196,106
196,105,208,105,208,118,196,118
209,105,222,105,222,117,209,117
