42,146,93,146,93,164,42,164
98,147,114,147,114,164,98,164
120,146,196,146,196,164,120,164
337,137,388,137,388,154,337,154
396,137,460,137,460,156,396,156
339,156,405,156,405,174,339,174
417,157,460,157,460,174,417,174
130,313,142,313,142,325,130,325
147,313,173,313,173,325,147,325
177,312,202,312,202,325,177,325
130,327,182,327,182,340,130,340
56,676,90,676,90,693,56,693
97,677,165,677,165,694,97,694
57,695,108,695,108,713,57,713
112,695,183,695,183,712,112,712
400,708,449,708,449,724,400,724
69,1293,100,1293,100,1309,69,1309
107,1293,141,1293,141,1310,107,1310
420,1310,448,1310,448,1328,420,1328
324,1801,340,1801,340,1817,324,1817
347,1799,397,1799,397,1816,347,1816
403,1800,453,1800,453,1816,403,1816
325,1819,358,1819,358,1835,325,1835
363,1820,397,1820,397,1836,363,1836
402,1819,452,1819,452,1836,402,1836
