165,112,193,112,193,125,165,125
198,112,225,112,225,125,198,125
229,112,334,112,334,126,229,126
166,127,249,127,249,140,166,140
166,143,207,143,207,156,166,156
212,143,268,143,268,156,212,156
166,158,221,158,221,171,166,171
358,141,386,141,386,155,358,155
390,141,487,141,487,155,390,155
45,421,119,421,119,442,45,442
127,422,144,422,144,441,127,441
152,421,247,421,247,444,152,444
253,422,279,422,279,442,253,442
286,422,352,422,352,443,286,443
359,422,455,422,455,442,359,442
143,449,292,449,292,469,143,469
300,454,345,454,345,469,300,469
