177,89,218,89,218,104,177,104
222,89,256,89,256,103,222,103
259,90,259,90,259,90,259,90
259,89,327,89,327,103,259,103
177,106,192,106,192,119,177,119
194,105,262,105,262,120,194,120
265,105,265,105,265,105,265,105
265,105,333,105,333,120,265,120
358,89,398,89,398,104,358,104
402,90,430,90,430,104,402,104
435,91,475,91,475,104,435,104
359,106,386,106,386,120,359,120
390,107,430,107,430,121,390,121
434,106,487,106,487,120,434,120
46,375,120,375,120,397,46,397
128,376,145,376,145,396,128,396
152,375,247,375,247,398,152,398
253,375,280,375,280,395,253,395
287,376,353,376,353,399,287,399
360,375,456,375,456,396,360,396
145,403,293,403,293,424,145,424
301,407,346,407,346,423,301,423
