333,124,370,124,370,145,333,145
293,125,332,125,332,145,293,145
374,125,429,125,429,145,374,145
293,144,329,144,329,164,293,164
333,144,382,144,382,164,333,164
382,145,445,145,445,164,382,164
192,450,225,450,225,466,192,466
240,452,278,452,278,469,240,469
192,468,226,468,226,486,192,486
228,468,265,468,265,488,228,488
266,469,334,469,334,488,266,488
192,486,210,486,210,506,192,506
212,486,265,486,265,504,212,504
212,673,329,722,307,775,190,725
336,738,369,738,369,754,336,754
373,738,408,738,408,756,373,756
337,755,430,755,430,774,337,774
310,833,388,833,388,852,310,852
392,904,453,904,453,924,392,924
285,976,344,976,344,996,285,996
232,977,252,977,252,993,232,993
258,977,282,977,282,996,258,996
38,1268,149,1268,149,1288,38,1288
190,1316,254,1316,254,1333,190,1333
253,1316,308,1316,308,1334,253,1334
214,1368,314,1384,311,1406,210,1390
348,1440,388,1440,388,1460,348,1460
389,1440,446,1440,446,1460,389,1460
226,1556,313,1556,313,1576,226,1576
226,1573,276,1573,276,1593,226,1593
278,1574,332,1574,332,1592,278,1592
208,1836,285,1836,285,1877,208,1877
264,1837,300,1837,300,1857,264,1857
152,1838,186,1838,186,1854,152,1854
189,1840,208,1840,208,1858,189,1858
153,1854,208,1854,208,1874,153,1874
