329,707,363,707,363,726,329,726
372,707,454,707,454,725,372,725
103,1213,146,1213,146,1237,103,1237
154,1213,200,1213,200,1238,154,1238
204,1214,225,1214,225,1237,204,1237
235,1214,302,1214,302,1236,235,1236
309,1213,410,1213,410,1237,309,1237
272,1369,325,1369,325,1383,272,1383
274,1385,286,1385,286,1398,274,1398
290,1385,329,1385,329,1399,290,1399
274,1401,299,1401,299,1413,274,1413
26,1491,98,1491,98,1535,26,1535
108,1492,213,1492,213,1534,108,1534
222,1493,296,1493,296,1535,222,1535
304,1491,343,1491,343,1536,304,1536
350,1491,477,1491,477,1535,350,1535
194,1473,251,1473,251,1484,194,1484
232,1431,257,1431,257,1441,232,1441
222,1442,244,1442,244,1450,222,1450
226,1451,247,1451,247,1456,226,1456
250,1450,275,1450,275,1457,250,1457
229,1457,249,1457,249,1463,229,1463
230,1464,244,1464,244,1471,230,1471
246,1464,254,1464,254,1470,246,1470
257,1464,264,1464,264,1470,257,1470
211,1850,225,1850,225,1864,211,1864
229,1850,275,1850,275,1864,229,1864
211,1865,272,1865,272,1880,211,1880
416,1948,429,1948,429,1962,416,1962
417,1962,456,1962,456,1975,417,1975
