109,132,225,132,225,151,109,151
232,132,326,132,326,152,232,152
336,132,391,132,391,152,336,152
157,152,214,152,214,171,157,171
223,152,278,152,278,171,223,171
288,153,344,153,344,171,288,171
94,433,128,433,128,452,94,452
138,433,212,433,212,452,138,452
222,434,278,434,278,451,222,451
287,434,342,434,342,453,287,453
352,434,407,434,407,452,352,452
75,454,112,454,112,470,75,470
128,455,203,455,203,472,128,472
213,455,286,455,286,472,213,472
296,454,334,454,334,472,296,472
341,455,359,455,359,472,341,472
368,454,424,454,424,473,368,473
95,705,170,705,170,721,95,721
180,703,216,703,216,722,180,722
225,703,261,703,261,722,225,722
270,704,346,704,346,722,270,722
353,705,408,705,408,722,353,722
59,724,114,724,114,742,59,742
124,724,160,724,160,742,124,742
169,724,245,724,245,741,169,741
254,725,291,725,291,742,254,742
299,725,353,725,353,742,299,742
363,724,438,724,438,743,363,743
30,798,66,798,66,816,30,816
79,798,97,798,97,815,79,815
104,797,139,797,139,816,104,816
45,1308,71,1308,71,1324,45,1324
77,1307,127,1307,127,1324,77,1324
135,1307,201,1307,201,1324,135,1324
45,1326,91,1326,91,1342,45,1342
98,1326,148,1326,148,1342,98,1342
46,1344,98,1344,98,1361,46,1361
108,1344,135,1344,135,1359,108,1359
142,1344,219,1344,219,1359,142,1359
367,1353,385,1353,385,1370,367,1370
397,1353,461,1353,461,1371,397,1371
313,1889,382,1889,382,1906,313,1906
394,1888,429,1888,429,1905,394,1905
