166,219,193,219,193,260,166,260
191,219,220,219,220,262,191,262
252,219,280,219,280,260,252,260
116,220,142,220,142,259,116,259
142,220,168,220,168,259,142,259
278,220,304,220,304,259,278,259
218,221,242,221,242,260,218,260
264,296,290,296,290,335,264,335
290,296,318,296,318,334,290,334
154,297,179,297,179,336,154,336
213,297,241,297,241,337,213,337
239,297,265,297,265,336,239,336
62,298,85,298,85,332,62,332
94,298,122,298,122,336,94,336
318,299,340,299,340,333,318,333
121,300,141,300,141,329,121,329
178,299,205,299,205,336,178,336
