43,116,81,116,81,136,43,136
103,116,141,116,141,136,103,136
42,140,140,140,140,160,42,160
147,140,184,140,184,160,147,160
303,188,340,188,340,209,303,209
348,188,426,188,426,208,348,208
431,190,469,190,469,209,431,209
302,213,401,213,401,230,302,230
302,211,402,211,402,232,302,232
303,211,400,211,400,233,303,233
76,797,226,797,226,830,76,830
365,819,396,819,396,835,365,835
402,819,458,819,458,837,402,837
365,839,406,839,406,855,365,855
411,839,450,839,450,855,411,855
47,1384,62,1384,62,1400,47,1400
69,1384,100,1384,100,1400,69,1400
105,1383,150,1383,150,1399,105,1399
48,1403,95,1403,95,1418,48,1418
104,1403,135,1403,135,1420,104,1420
143,1403,181,1403,181,1419,143,1419
358,1418,390,1418,390,1434,358,1434
410,1418,441,1418,441,1434,410,1434
63,1876,138,1876,138,1902,63,1902
148,1875,249,1875,249,1900,148,1900
63,1905,115,1905,115,1931,63,1931
122,1907,212,1907,212,1931,122,1931
64,1934,111,1934,111,1960,64,1960
121,1934,192,1934,192,1961,121,1961
346,1941,389,1941,389,1963,346,1963
403,1941,453,1941,453,1963,403,1963
57,2168,124,2168,124,2210,57,2210
129,2168,258,2168,258,2210,129,2210
263,2168,327,2168,327,2210,263,2210
333,2169,368,2169,368,2210,333,2210
373,2168,443,2168,443,2211,373,2211
