111,107,152,107,152,130,111,130
159,106,267,106,267,129,159,129
275,107,338,107,338,130,275,130
346,107,395,107,395,129,346,129
75,377,247,377,247,463,75,463
241,384,429,384,429,464,241,464
76,468,179,468,179,491,76,491
187,469,210,469,210,489,187,489
219,468,357,468,357,489,219,489
365,469,431,469,431,489,365,489
351,501,382,501,382,528,351,528
389,501,454,501,454,527,389,527
159,656,180,656,180,678,159,678
191,656,229,656,229,678,191,678
254,655,345,655,345,679,254,679
63,894,143,894,143,915,63,915
64,916,172,916,172,935,64,935
316,920,352,920,352,936,316,936
360,920,456,920,456,936,360,936
199,1483,235,1483,235,1501,199,1501
242,1483,299,1483,299,1501,242,1501
200,1503,252,1503,252,1519,200,1519
259,1502,376,1502,376,1519,259,1519
175,1734,220,1734,220,1751,175,1751
224,1734,255,1734,255,1752,224,1752
259,1733,307,1733,307,1751,259,1751
174,1752,254,1752,254,1768,174,1768
257,1752,287,1752,287,1767,257,1767
292,1753,338,1753,338,1766,292,1766
291,1752,337,1752,337,1768,291,1768
57,2033,88,2033,88,2049,57,2049
96,2033,127,2033,127,2051,96,2051
131,2033,213,2033,213,2051,131,2051
55,2051,115,2051,115,2069,55,2069
408,2070,435,2070,435,2091,408,2091
