204,211,220,211,220,235,204,235
319,211,335,211,335,235,319,235
301,211,316,211,316,234,301,234
187,211,202,211,202,233,187,233
223,211,239,211,239,235,223,235
242,211,258,211,258,233,242,233
260,211,275,211,275,234,260,234
283,211,299,211,299,234,283,234
318,251,333,251,333,274,318,274
140,251,159,251,159,274,140,274
180,251,196,251,196,274,180,274
199,251,215,251,215,274,199,274
216,252,234,252,234,274,216,274
277,251,292,251,292,274,277,274
300,251,316,251,316,274,300,274
358,251,376,251,376,274,358,274
122,252,138,252,138,274,122,274
163,252,178,252,178,274,163,274
256,252,275,252,275,274,256,274
334,252,356,252,356,274,334,274
378,252,396,252,396,274,378,274
239,253,255,253,255,274,239,274
