176,260,182,260,182,276,176,276
184,260,200,260,200,275,184,275
201,273,203,271,206,274,204,276
120,286,137,286,137,301,120,301
140,286,155,286,155,302,140,302
157,286,176,286,176,301,157,301
177,287,194,287,194,302,177,302
196,286,219,286,219,301,196,301
220,286,238,286,238,302,220,302
239,287,264,287,264,300,239,300
296,260,312,260,312,276,296,276
314,260,332,260,332,276,314,276
275,288,301,288,301,301,275,301
301,286,318,286,318,301,301,301
318,286,361,286,361,301,318,301
360,286,380,286,380,301,360,301
212,260,233,260,233,275,212,275
233,260,250,260,250,276,233,276
252,260,268,260,268,277,252,277
270,260,286,260,286,276,270,276
