108,86,152,86,152,110,108,110
158,86,268,86,268,112,158,112
272,86,340,86,340,112,272,112
342,87,395,84,397,107,344,111
76,366,242,366,242,444,76,444
240,366,424,366,424,448,240,448
78,444,180,447,179,470,77,467
218,446,356,446,356,468,218,468
364,446,430,446,430,468,364,468
184,448,212,448,212,468,184,468
386,480,456,480,456,508,386,508
350,482,382,482,382,508,350,508
194,628,250,628,250,650,194,650
272,628,342,628,342,652,272,652
164,630,186,630,186,650,164,650
66,836,116,836,116,854,66,854
126,836,178,836,178,856,126,856
116,850,168,850,168,874,116,874
66,854,114,854,114,874,66,874
170,854,186,854,186,874,170,874
190,854,224,854,224,874,190,874
66,874,114,874,114,892,66,892
116,874,156,874,156,892,116,892
354,1128,402,1128,402,1148,354,1148
404,1128,454,1128,454,1146,404,1146
332,1130,350,1130,350,1146,332,1146
332,1148,412,1148,412,1166,332,1166
416,1148,450,1148,450,1166,416,1166
332,1166,368,1166,368,1186,332,1186
78,1438,120,1438,120,1458,78,1458
334,1438,370,1438,370,1456,334,1456
378,1438,420,1438,420,1458,378,1458
371,1457,451,1454,452,1473,372,1476
336,1460,362,1460,362,1474,336,1474
334,1476,386,1476,386,1496,334,1496
388,1476,408,1476,408,1494,388,1494
410,1476,456,1476,456,1494,410,1494
62,1958,98,1958,98,1978,62,1978
98,1958,227,1958,227,1978,98,1978
36,1960,56,1960,56,1978,36,1978
36,1978,86,1978,86,1998,36,1998
88,1978,116,1978,116,1996,88,1996
118,1978,234,1978,234,1998,118,1998
36,1996,116,1996,116,2016,36,2016
120,1998,210,1998,210,2016,120,2016
214,1998,262,1998,262,2014,214,2014
406,2030,458,2030,458,2052,406,2052
372,2032,400,2032,400,2054,372,2054
