108,106,152,106,152,130,108,130
158,106,266,106,266,130,158,130
272,106,338,106,338,130,272,130
343,108,395,104,397,127,344,131
238,380,425,385,423,470,236,465
76,386,240,386,240,464,76,464
78,466,180,466,180,490,78,490
218,465,356,468,355,492,217,489
186,468,212,468,212,490,186,490
364,468,430,468,430,488,364,488
388,502,456,502,456,528,388,528
350,504,382,504,382,526,350,526
260,654,356,654,356,680,260,680
152,656,174,656,174,676,152,676
184,656,238,656,238,678,184,678
82,938,170,938,170,960,82,960
262,1442,332,1442,332,1464,262,1464
171,1443,259,1443,259,1461,171,1461
172,1462,242,1462,242,1482,172,1482
244,1462,318,1462,318,1480,244,1480
212,1480,248,1480,248,1500,212,1500
170,1481,316,1484,315,1521,169,1517
250,1482,344,1482,344,1502,250,1502
72,2054,136,2054,136,2072,72,2072
138,2054,190,2054,190,2074,138,2074
74,2072,110,2072,110,2090,74,2090
112,2072,172,2072,172,2092,112,2092
346,2268,382,2268,382,2286,346,2286
384,2268,420,2268,420,2288,384,2288
346,2286,450,2286,450,2306,346,2306
