112,108,128,108,128,126,112,126
162,110,262,110,262,126,162,126
134,110,148,110,148,124,134,124
276,110,334,110,334,128,276,128
350,112,390,112,390,126,350,126
86,400,196,400,196,444,86,444
252,400,412,400,412,452,252,452
212,414,226,414,226,430,212,430
84,472,178,472,178,486,84,486
222,472,296,472,296,486,222,486
298,474,342,474,342,486,298,486
368,472,428,472,428,486,368,486
188,474,210,474,210,486,188,486
392,506,450,506,450,524,392,524
356,510,368,510,368,522,356,522
176,660,192,660,192,674,176,674
204,660,238,660,238,674,204,674
268,658,286,658,286,676,268,676
292,658,332,658,332,676,292,676
46,898,72,898,72,930,46,930
162,912,242,912,242,922,162,922
106,914,152,942,137,966,91,938
240,981,351,1000,349,1016,237,997
354,1140,380,1140,380,1152,354,1152
412,1140,424,1140,424,1152,412,1152
354,1158,380,1158,380,1170,354,1170
396,1158,442,1158,442,1170,396,1170
60,2048,68,2048,68,2058,60,2058
76,2048,106,2048,106,2060,76,2060
116,2048,156,2048,156,2058,116,2058
60,2066,86,2066,86,2074,60,2074
100,2066,126,2066,126,2076,100,2076
134,2066,160,2066,160,2078,134,2078
60,2084,116,2084,116,2096,60,2096
364,2260,390,2260,390,2270,364,2270
404,2260,432,2260,432,2270,404,2270
348,2278,356,2278,356,2288,348,2288
366,2277,393,2280,391,2292,364,2289
398,2280,432,2280,432,2292,398,2292
