182,93,215,93,215,104,182,104
195,104,249,104,249,115,195,115
183,105,193,105,193,113,183,113
170,186,218,186,218,208,170,208
218,186,366,186,366,208,218,208
33,334,89,334,89,349,33,349
94,335,108,335,108,350,94,350
113,334,170,337,169,353,112,350
168,335,184,335,184,350,168,350
189,335,209,335,209,350,189,350
214,335,264,335,264,352,214,352
269,336,340,336,340,350,269,350
108,357,224,357,224,371,108,371
223,359,258,358,258,370,224,372
221,399,259,399,259,412,221,412
110,400,157,400,157,413,110,413
159,400,201,400,201,412,159,412
203,401,217,401,217,412,203,412
